OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600037,Sample-Routine,Water,Surface Water,1986-08-12,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,21,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600082,Sample-Routine,Water,Surface Water,1975-11-14,13:00:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,33,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600088,Sample-Routine,Water,Surface Water,1976-02-18,10:20:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600090,Sample-Routine,Water,Surface Water,1976-04-02,11:15:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,5,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600100,Sample-Routine,Water,Surface Water,1976-08-26,15:00:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,9,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700081,Sample-Routine,Water,Surface Water,1977-01-17,13:15:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,1,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700083,Sample-Routine,Water,Surface Water,1977-02-10,10:30:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,4,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700079,Sample-Routine,Water,Surface Water,1976-12-14,09:15:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,3,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800093,Sample-Routine,Water,Surface Water,1978-08-01,10:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,200,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900101,Sample-Routine,Water,Surface Water,1978-11-28,10:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,4,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800082,Sample-Routine,Water,Surface Water,1977-12-07,15:30:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,4,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900114,Sample-Routine,Water,Surface Water,1979-08-15,11:45:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,28,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900104,Sample-Routine,Water,Surface Water,1979-03-08,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,20,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500024,Sample-Routine,Water,Surface Water,1985-04-23,16:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Peak stage,Spring breakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600034,Sample-Routine,Water,Surface Water,1986-03-04,13:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,2,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600032,Sample-Routine,Water,Surface Water,1985-11-06,13:50:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,"Stable, high stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,67,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500021,Sample-Routine,Water,Surface Water,1984-10-31,10:50:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,"Stable, high stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,21,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200060,Sample-Routine,Water,Surface Water,1982-06-24,10:00:00,EDT,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,190,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98300028,Sample-Routine,Water,Surface Water,1983-03-02,10:30:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,12,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200057,Sample-Routine,Water,Surface Water,1982-01-12,14:20:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,27,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200059,Sample-Routine,Water,Surface Water,1982-04-29,13:30:00,EDT,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,8,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100095,Sample-Routine,Water,Surface Water,1981-03-19,11:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,4,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000145,Sample-Routine,Water,Surface Water,1980-07-17,10:10:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,5,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000147,Sample-Routine,Water,Surface Water,1980-08-13,10:15:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,6,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000135,Sample-Routine,Water,Surface Water,1980-01-08,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,6,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900117,Sample-Routine,Water,Surface Water,1979-09-25,12:15:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,43,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900102,Sample-Routine,Water,Surface Water,1979-01-10,12:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,1,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900108,Sample-Routine,Water,Surface Water,1979-05-18,12:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900103,Sample-Routine,Water,Surface Water,1979-02-07,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,3,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800089,Sample-Routine,Water,Surface Water,1978-05-09,10:30:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,28,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800087,Sample-Routine,Water,Surface Water,1978-04-12,10:30:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,11,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700088,Sample-Routine,Water,Surface Water,1977-06-02,12:00:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,11,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800079,Sample-Routine,Water,Surface Water,1977-10-05,10:30:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,6,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700086,Sample-Routine,Water,Surface Water,1977-05-09,11:30:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,1,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700075,Sample-Routine,Water,Surface Water,1976-11-03,10:50:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,8,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600092,Sample-Routine,Water,Surface Water,1976-04-30,11:30:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,13,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600086,Sample-Routine,Water,Surface Water,1976-01-23,12:45:00,EST,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600094,Sample-Routine,Water,Surface Water,1976-05-26,11:00:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal Streptococcus,,,,,Historical,,Actual,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600080,Sample-Routine,Water,Surface Water,1975-10-17,11:00:00,EDT,,,,,,,,,,,,,,USGS-04057004,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal Streptococcus,,3,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
