"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"1231","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200548","Sample-Routine","Water","Surface Water","1971-11-22","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",15,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1232","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100677","Sample-Routine","Water","Surface Water","1971-08-02","09:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1233","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100663","Sample-Routine","Water","Surface Water","1971-02-02","10:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",27,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1234","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100666","Sample-Routine","Water","Surface Water","1971-03-15","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",23,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1235","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200550","Sample-Routine","Water","Surface Water","1972-01-04","09:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",22,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1236","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100668","Sample-Routine","Water","Surface Water","1971-04-12","13:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1237","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100673","Sample-Routine","Water","Surface Water","1971-06-21","10:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1238","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100661","Sample-Routine","Water","Surface Water","1971-01-04","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",22,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1239","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97000573","Sample-Routine","Water","Surface Water","1970-08-17","09:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",15,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1240","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97000574","Sample-Routine","Water","Surface Water","1970-08-31","12:10:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",17,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1241","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100679","Sample-Routine","Water","Surface Water","1971-08-30","10:25:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1242","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100680","Sample-Routine","Water","Surface Water","1971-09-13","09:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1243","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100681","Sample-Routine","Water","Surface Water","1971-09-27","08:55:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",18,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1244","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100662","Sample-Routine","Water","Surface Water","1971-01-18","09:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1245","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200549","Sample-Routine","Water","Surface Water","1971-12-06","09:25:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",19,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1246","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100671","Sample-Routine","Water","Surface Water","1971-05-24","10:35:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",16,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1247","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100672","Sample-Routine","Water","Surface Water","1971-06-07","09:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",14,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1248","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200551","Sample-Routine","Water","Surface Water","1972-06-26","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168640","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1249","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100683","Sample-Routine","Water","Surface Water","1971-08-31","14:10:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168655","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",210,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1250","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300402","Sample-Routine","Water","Surface Water","1973-07-19","15:10:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168662","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",170,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1251","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100684","Sample-Routine","Water","Surface Water","1971-08-31","16:25:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168662","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",106,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1252","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100685","Sample-Routine","Water","Surface Water","1971-08-31","16:55:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168668","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",227,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1253","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100686","Sample-Routine","Water","Surface Water","1971-08-31","14:55:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168675","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",62,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1254","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97300403","Sample-Routine","Water","Surface Water","1973-07-19","14:25:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168682","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",280,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1255","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100687","Sample-Routine","Water","Surface Water","1971-08-31","15:45:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04168682","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",122,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1256","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97000628","Sample-Routine","Water","Surface Water","1970-08-18","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175010","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",42,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1257","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100764","Sample-Routine","Water","Surface Water","1971-08-09","15:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175010","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",48,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1258","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100765","Sample-Routine","Water","Surface Water","1971-08-09","14:20:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175020","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",83,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1259","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97000629","Sample-Routine","Water","Surface Water","1970-08-18","09:10:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175020","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",61,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1260","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200666","Sample-Routine","Water","Surface Water","1972-05-24","09:20:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175140","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",61,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1261","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100766","Sample-Routine","Water","Surface Water","1971-09-01","10:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175140","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",31,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1262","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97200670","Sample-Routine","Water","Surface Water","1972-05-24","09:40:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-04175195","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",70,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1263","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700293","Not determined","Water","Groundwater","1987-07-13","17:15:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-420508083121301","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",27,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1264","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700294","Not determined","Water","Groundwater","1987-07-14","17:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-420550083112901","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",18,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1265","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700397","Not determined","Water","Groundwater","1987-07-14","18:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-420550083112901","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",23,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1266","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700297","Not determined","Water","Groundwater","1987-07-15","09:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-420552083113101","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",32,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1267","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100875","Sample-Routine","Water","Groundwater","1971-08-18","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-420810083272001","","Detroit River Group","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",9,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1268","USGS-MI","USGS Michigan Water Science Center","nwismi.01.97100876","Sample-Routine","Water","Groundwater","1971-08-20","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-420810083274001","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",11,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"NWIS","Wayne"
"1269","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700335","Not determined","Water","Groundwater","1987-07-14","14:30:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-421056083092601","PHENOLS VALUE VERIFIED","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",64000,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1270","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700295","Not determined","Water","Groundwater","1987-07-14","09:15:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-421440083084601","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",190,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1271","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700296","Not determined","Water","Groundwater","1987-07-14","11:45:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-421556083075301","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",220,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1272","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700580","Sample-Routine","Water","Groundwater","1987-07-29","11:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-421851083043501","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",93,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1273","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700325","Not determined","Water","Groundwater","1987-07-15","13:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-422123082574801","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",930,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1274","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98700321","Not determined","Water","Groundwater","1987-06-08","16:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-422337082533101","","","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",130,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1275","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98600494","Sample-Routine","Water","Groundwater","1986-09-05","14:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-422453083255501","","Berea Sandstone","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",46,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1276","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98600493","Sample-Routine","Water","Groundwater","1986-09-05","15:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-422547083323801","","Sand and Gravel","Not applicable","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",1.4,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1277","USGS-MI","USGS Michigan Water Science Center","nwismi.01.98600752","Sample-Routine","Water","Groundwater","1986-09-05","12:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-422455083255401","","Sand and Gravel","Not applicable","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Dissolved",59,"mg/l",NA,"Historical",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"ADF02","USGS","Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155","","","","",NA,"",NA,"NWIS","Wayne"
"1278","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00800023","Sample-Routine","Water","Surface Water","2007-10-10","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",51,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1279","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00702935","Sample-Routine","Water","Surface Water","2007-08-14","13:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",42,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1280","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00700167","Sample-Routine","Water","Surface Water","2007-04-02","12:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",260,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1281","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701534","Sample-Routine","Water","Surface Water","2007-06-11","13:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",100,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
