OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900330,Sample-Routine,Water,Surface Water,1978-11-20,13:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,26,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100604,Sample-Routine,Water,Surface Water,1981-03-26,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,25,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100599,Sample-Routine,Water,Surface Water,1980-11-06,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,20,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100611,Sample-Routine,Water,Surface Water,1981-07-09,09:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,10,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100605,Sample-Routine,Water,Surface Water,1981-04-13,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,14,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100600,Sample-Routine,Water,Surface Water,1980-12-09,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,8,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200464,Sample-Routine,Water,Surface Water,1982-01-21,10:00:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,24,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200468,Sample-Routine,Water,Surface Water,1982-09-23,09:15:00,EDT,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,33,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200467,Sample-Routine,Water,Surface Water,1982-07-22,08:00:00,EDT,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,46,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98400122,Sample-Routine,Water,Surface Water,1984-01-19,09:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,7,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98300080,Sample-Routine,Water,Surface Water,1983-02-10,09:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,7,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98400124,Sample-Routine,Water,Surface Water,1984-05-10,09:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,5,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000523,Sample-Routine,Water,Surface Water,1979-10-05,10:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1100,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000525,Sample-Routine,Water,Surface Water,1979-11-09,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,31,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000527,Sample-Routine,Water,Surface Water,1980-01-11,10:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,100,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000530,Sample-Routine,Water,Surface Water,1980-03-14,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,10,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000528,Sample-Routine,Water,Surface Water,1980-02-05,13:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal coliforms,,,,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000539,Sample-Routine,Water,Surface Water,1980-08-06,10:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,13,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000541,Sample-Routine,Water,Surface Water,1980-09-09,13:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,110,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100601,Sample-Routine,Water,Surface Water,1981-01-08,10:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,51,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100609,Sample-Routine,Water,Surface Water,1981-06-08,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,49,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100597,Sample-Routine,Water,Surface Water,1980-10-09,09:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,41,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100607,Sample-Routine,Water,Surface Water,1981-05-07,09:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,6,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100614,Sample-Routine,Water,Surface Water,1981-09-14,11:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,120,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200463,Sample-Routine,Water,Surface Water,1981-11-17,11:45:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98300082,Sample-Routine,Water,Surface Water,1983-06-16,09:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,19,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500335,Sample-Routine,Water,Surface Water,1984-12-11,10:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,10,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98400123,Sample-Routine,Water,Surface Water,1984-03-29,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,7,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000547,Sample-Routine,Water,Surface Water,1980-02-06,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal coliforms,,,,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500343,Sample-Routine,Water,Surface Water,1985-09-17,13:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,26,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600290,Sample-Routine,Water,Surface Water,1986-05-01,11:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04132052,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,4,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000546,Sample-Routine,Water,Surface Water,1980-01-10,10:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000550,Sample-Routine,Water,Surface Water,1980-04-17,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fecal coliforms,,,,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical Lower Reporting Limit,1,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100632,Sample-Routine,Water,Surface Water,1981-09-15,12:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100624,Sample-Routine,Water,Surface Water,1981-05-06,10:00:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,3,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500345,Sample-Routine,Water,Surface Water,1984-12-12,14:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98300089,Sample-Routine,Water,Surface Water,1983-05-10,09:30:00,EDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Falling stage,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,150,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98500344,Sample-Routine,Water,Surface Water,1984-10-30,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04135000,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,26,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
