OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BP2071614Ec,Sample-Routine,Water,,2014-07-16,09:00:00,EST,,,,,0.5,m,,,,,,BMBEACH,,BMIC_WQX-BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP72014TC10,Sample-Routine,Water,,2014-08-05,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP7,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2013-2017,SAGIN01_WQX,SCITQAPP2013-2017,,Refer to Quality Assurance Program Plan for sampling methods,Water Bottle,Grab Sample,,,,,,,,,,,,,,Total Coliform,,1887.33,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-SC42014TC3,Sample-Routine,Water,,2014-06-25,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-SC4,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2013-2017,SAGIN01_WQX,SCITQAPP2013-2017,,Refer to Quality Assurance Program Plan for sampling methods,Water Bottle,Grab Sample,,,,,,,,,,,,,,Total Coliform,,2005,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-SC72014TC2,Sample-Routine,Water,,2014-06-11,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-SC7,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2013-2017,SAGIN01_WQX,SCITQAPP2013-2017,,Refer to Quality Assurance Program Plan for sampling methods,Water Bottle,Grab Sample,,,,,,,,,,,,,,Total Coliform,,2005,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-BBWR-dup0914Ec,Quality Control Sample-Field Replicate,Water,,2014-09-09,00:00:00,,,,,,0.5,m,,,,,,BMBEACH,,BMIC_WQX-BBWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,547.5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WR1A0814Ec,Sample-Routine,Water,,2014-08-13,00:00:00,,,,,,0,m,,,,,,BMWRW,,BMIC_WQX-WR1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WR60814Ec,Sample-Routine,Water,,2014-08-13,00:00:00,,,,,,0,m,,,,,,BMWRW,,BMIC_WQX-WR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-CLUBBL0914Ec,Sample-Routine,Water,,2014-09-03,00:00:00,,,,,,0.5,m,,,,,,BMBEACH,,BMIC_WQX-CLUBBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,Present Above Quantification Limit,,Total Coliform,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WR1B0814Ec,Sample-Routine,Water,,2014-08-28,00:00:00,,,,,,0,m,,,,,,BMWRW,,BMIC_WQX-WR1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,866.4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BMIC_WQX,Bay Mills Indian Community,BMIC_WQX-WR40814Ec,Sample-Routine,Water,,2014-08-28,00:00:00,,,,,,0,m,,,,,,BMWRW,,BMIC_WQX-WR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMIC_SCP,BMIC_WQX,Standard Bay Mills SCP Method,,Standard Sample Collection Method for the Bay Mills Indian Community,Water Bottle,,,,,,,,,,,,,,,Total Coliform,Total,579.4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT-18,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,0,https://www.nemi.gov/methods/method_summary/5585/,,2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-SC42014TC6,Sample-Routine,Water,,2014-07-16,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-SC4,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2013-2017,SAGIN01_WQX,SCITQAPP2013-2017,,Refer to Quality Assurance Program Plan for sampling methods,Water Bottle,Grab Sample,,,,,,,,,,,,,,Total Coliform,,2005,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP82012724TC2,Sample-Routine,Water,,2012-07-24,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP8,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-D12012724TC2,Sample-Routine,Water,,2012-07-24,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-D1,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,47,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP82012823TC1,Sample-Routine,Water,,2012-08-23,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP8,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,29,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB620121016TC3,Sample-Routine,Water,,2012-10-16,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB6,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP22012731TC2,Sample-Routine,Water,,2012-07-31,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP2,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP82012904TC1,Sample-Routine,Water,,2012-09-04,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP8,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB32012807TC3,Sample-Routine,Water,,2012-08-07,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB3,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB52012911TC3,Sample-Routine,Water,,2012-09-11,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB5,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB32012814TC1,Sample-Routine,Water,,2012-08-14,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB3,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP82012821TC3,Sample-Routine,Water,,2012-08-21,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP8,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP42012814TC1,Sample-Routine,Water,,2012-08-14,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP4,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB62012807TC2,Sample-Routine,Water,,2012-08-07,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB6,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP82012911TC2,Sample-Routine,Water,,2012-09-11,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP8,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-D12012814TC3,Sample-Routine,Water,,2012-08-14,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-D1,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,48,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB22012724TC2,Sample-Routine,Water,,2012-07-24,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB2,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-CHIP22012807TC4,Sample-Routine,Water,,2012-08-07,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-CHIP2,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
SAGIN01_WQX,Saginaw Chippewa Planning Department (MI),SAGIN01_WQX-NB52012710TC1,Sample-Routine,Water,,2012-07-10,00:00:00,,,,,,,,,,,,,SCITWQ,,SAGIN01_WQX-NB5,,,,,,,,,,,,Bacteria/Virus,,,,,,,,,,,,,,,,,,,,SCITQAPP2012,SAGIN01_WQX,SCITQAPP2012,,Refer to Quality Assurance Program Plan for sampling methods,Miscellaneous (Other),Grab Sample,,,,,,,,,,,,,,Total Coliform,,51,#/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
