OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200841,Sample-Routine,Water,Surface Water,2012-07-05,06:46:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,52.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200843,Sample-Routine,Water,Surface Water,2012-07-30,12:04:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,68.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200848,Sample-Routine,Water,Surface Water,2012-07-27,22:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,95.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200849,Sample-Routine,Water,Surface Water,2012-07-28,07:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,79.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300134,Sample-Routine,Water,Surface Water,2012-10-14,01:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,51.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300133,Sample-Routine,Water,Surface Water,2012-10-13,22:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,49.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200820,Sample-Routine,Water,Surface Water,2012-05-04,09:56:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200811,Sample-Routine,Water,Surface Water,2012-04-26,10:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,59.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200812,Sample-Routine,Water,Surface Water,2012-04-26,10:37:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,59.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200819,Sample-Routine,Water,Surface Water,2012-05-04,05:46:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,6.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500109,Sample-Routine,Water,Surface Water,2014-11-24,01:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,81.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400764,Sample-Routine,Water,Surface Water,2014-09-13,20:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,81.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500108,Sample-Routine,Water,Surface Water,2014-11-23,07:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,139,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400770,Sample-Routine,Water,Surface Water,2014-09-21,10:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,81.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400758,Sample-Routine,Water,Surface Water,2014-09-07,02:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,97.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500110,Sample-Routine,Water,Surface Water,2014-11-24,07:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,39.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400757,Sample-Routine,Water,Surface Water,2014-09-06,10:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,82.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400766,Sample-Routine,Water,Surface Water,2014-09-14,23:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,93.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400769,Sample-Routine,Water,Surface Water,2014-09-21,04:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,79.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400773,Sample-Routine,Water,Surface Water,2014-09-22,09:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,69.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500070,Sample-Routine,Water,Surface Water,2014-10-15,10:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,114,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500073,Sample-Routine,Water,Surface Water,2014-10-22,10:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,113,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400456,Sample-Routine,Water,Surface Water,2014-05-12,23:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400466,Sample-Routine,Water,Surface Water,2014-05-21,04:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,14.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400469,Sample-Routine,Water,Surface Water,2014-05-22,01:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400454,Sample-Routine,Water,Surface Water,2014-05-12,13:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400389,Sample-Routine,Water,Surface Water,2014-05-09,15:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,33.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400425,Sample-Routine,Water,Surface Water,2014-04-13,10:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,62.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400441,Sample-Routine,Water,Surface Water,2014-03-29,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400442,Sample-Routine,Water,Surface Water,2014-03-18,16:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,37.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400445,Sample-Routine,Water,Surface Water,2014-03-19,20:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400450,Sample-Routine,Water,Surface Water,2014-03-31,20:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,24.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400451,Sample-Routine,Water,Surface Water,2014-04-01,06:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,25.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400318,Sample-Routine,Water,Surface Water,2014-03-11,08:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,86.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400319,Sample-Routine,Water,Surface Water,2014-03-12,05:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,36.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400324,Sample-Routine,Water,Surface Water,2014-03-17,10:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,30.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400211,Sample-Routine,Water,Surface Water,2014-02-21,23:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,119,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400690,Sample-Routine,Water,Surface Water,2014-08-11,20:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,61.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400691,Sample-Routine,Water,Surface Water,2014-08-12,00:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,67.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400692,Sample-Routine,Water,Surface Water,2014-08-12,06:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,42.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400689,Sample-Routine,Water,Surface Water,2014-08-11,18:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,61.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400457,Sample-Routine,Water,Surface Water,2014-05-13,09:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,14.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400458,Sample-Routine,Water,Surface Water,2014-05-13,23:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400446,Sample-Routine,Water,Surface Water,2014-03-20,05:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,16.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300840,Sample-Composite Without Parents,Water,Surface Water,2013-04-24,03:00:00,EST,2013-04-24,20:00:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300836,Sample-Routine,Water,Surface Water,2013-04-10,12:11:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,4.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300835,Sample-Routine,Water,Surface Water,2013-04-10,12:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,3.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300853,Sample-Composite Without Parents,Water,Surface Water,2013-05-28,22:57:00,EST,2013-05-30,01:24:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300411,Sample-Composite Without Parents,Water,Surface Water,2013-01-29,07:30:00,EST,2013-01-31,12:00:59,EST,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826544,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600190,Sample-Routine,Water,Surface Water,2015-11-25,16:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,155,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600188,Sample-Routine,Water,Surface Water,2015-11-27,01:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,82.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500765,Sample-Routine,Water,Surface Water,2015-07-08,13:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-15,,,,,2015-07-13,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500253,Sample-Routine,Water,Surface Water,2015-05-06,12:03:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Chloride,Dissolved,108,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-05-13,,,,,2015-05-13,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500517,Sample-Routine,Water,Surface Water,2015-08-03,12:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,66.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-14,,,,,2015-08-14,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500504,Sample-Routine,Water,Surface Water,2015-08-03,00:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,72.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-14,,,,,2015-08-14,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500515,Sample-Routine,Water,Surface Water,2015-08-04,12:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,70.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-14,,,,,2015-08-14,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500468,Sample-Routine,Water,Surface Water,2015-07-23,10:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,69.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-06,,,,,2015-08-05,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500506,Sample-Routine,Water,Surface Water,2015-08-02,22:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,47.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-14,,,,,2015-08-14,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500211,Sample-Routine,Water,Surface Water,2015-03-18,09:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Chloride,Dissolved,34.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-24,,,,,2015-03-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500246,Sample-Routine,Water,Surface Water,2015-04-11,19:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,68.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-04-22,,,,,2015-04-21,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500206,Sample-Routine,Water,Surface Water,2015-03-09,16:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,137,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-17,,,,,2015-03-16,NWIS
